,test_time_s,voltage_v,current_1,current_2
469759,2.8852140000053623,3.14709401130676,-0.01991888760139056,0.01991888760139056
469760,7.884482000019489,3.14709401130676,-0.01991888760139056,0.01991888760139056
469761,12.884843999981967,3.14709401130676,-0.01296060254924683,0.01296060254924683
469762,17.88530499999979,3.14709401130676,-0.01760139049826187,0.01760139049826187
469763,22.885695000175474,3.14709401130676,-0.011801853997682566,0.011801853997682566
469764,27.8854999998548,3.14709401130676,-0.022236384704519167,0.022236384704519167
469765,32.88632899988079,3.14709401130676,-0.014119351100811174,0.014119351100811174
469766,37.88588899979004,3.14725661277771,-0.025718424101969863,0.025718424101969863
469767,42.88525199982905,3.14725661277771,-0.016436848203939782,0.016436848203939782
469768,47.88535499991485,3.14709401130676,-0.01760139049826187,0.01760139049826187
469769,52.88577400007853,3.14709401130676,-0.021077636152954823,0.021077636152954823
469770,57.88558299978831,3.14709401130676,-0.015278099652375437,0.015278099652375437
469771,62.885995000131516,3.14709401130676,-0.018760139049826215,0.018760139049826215
469772,67.8863659999297,3.14709401130676,-0.015278099652375437,0.015278099652375437
469773,72.8862160001845,3.14709401130676,-0.016436848203939782,0.016436848203939782
469774,77.88671399978557,3.14709401130676,-0.01296060254924683,0.01296060254924683
469775,82.88653199979672,3.14709401130676,-0.011801853997682566,0.011801853997682566
469776,87.88667599996188,3.14709401130676,-0.00948435689455388,0.00948435689455388
469777,92.88634099997216,3.14709401130676,-0.010643105446118222,0.010643105446118222
469778,97.88687000004211,3.14709401130676,-0.00948435689455388,0.00948435689455388
469779,102.88658699998268,3.14709401130676,-0.015278099652375437,0.015278099652375437
469780,107.88760800007367,3.14709401130676,-0.01296060254924683,0.01296060254924683
469781,112.88702100002774,3.14709401130676,-0.01760139049826187,0.01760139049826187
469782,117.88728999998057,3.14709401130676,-0.010643105446118222,0.010643105446118222
469783,122.8874639999085,3.14709401130676,-0.018760139049826215,0.018760139049826215
469784,127.8870910000951,3.14709401130676,-0.016436848203939782,0.016436848203939782
469785,132.88746799993896,3.14709401130676,-0.007161066048667445,0.007161066048667445
469786,137.88804200011873,3.14709401130676,-0.014119351100811174,0.014119351100811174
469787,142.88901499984422,3.14709401130676,-0.018760139049826215,0.018760139049826215
469788,147.88794500007862,3.14709401130676,-0.014119351100811174,0.014119351100811174
469789,152.8907750002072,3.14709401130676,-0.01760139049826187,0.01760139049826187
469790,157.8880199999512,3.14725661277771,-0.01296060254924683,0.01296060254924683
469791,162.8880429998935,3.14725661277771,-0.022236384704519167,0.022236384704519167
469792,167.8880639998206,3.14709401130676,-0.015278099652375437,0.015278099652375437
469793,172.8880859999881,3.14709401130676,-0.014119351100811174,0.014119351100811174
469794,177.88910799985388,3.14709401130676,-0.015278099652375437,0.015278099652375437
469795,182.88913099979618,3.14709401130676,-0.016436848203939782,0.016436848203939782
469796,187.8891819999517,3.14709401130676,-0.01296060254924683,0.01296060254924683
469797,192.88907400006065,3.14709401130676,-0.01991888760139056,0.01991888760139056
469798,197.88878600019598,3.14709401130676,-0.008319814600231788,0.008319814600231788
469799,202.88872800022,3.14709401130676,-0.016436848203939782,0.016436848203939782
469800,207.89059699978316,3.14709401130676,-0.01760139049826187,0.01760139049826187
469801,212.88896899995962,3.14709401130676,-0.016436848203939782,0.016436848203939782
469802,217.88961899978676,3.14725661277771,-0.018760139049826215,0.018760139049826215
469803,222.89009199989596,3.14725661277771,-0.016436848203939782,0.016436848203939782
469804,227.88955600000554,3.14725661277771,-0.010643105446118222,0.010643105446118222
469805,232.88942599994698,3.14725661277771,-0.016436848203939782,0.016436848203939782
469806,237.8898669998125,3.14725661277771,-0.014119351100811174,0.014119351100811174
469807,242.8903370001317,3.14725661277771,-0.016436848203939782,0.016436848203939782
469808,247.88975400011623,3.14709401130676,-0.015278099652375437,0.015278099652375437
469809,252.89076500013107,3.14709401130676,-0.01760139049826187,0.01760139049826187
469810,257.8899790001997,3.14709401130676,-0.01296060254924683,0.01296060254924683
469811,262.8916799998806,3.14709401130676,-0.01760139049826187,0.01760139049826187
469812,267.89019299996653,3.14725661277771,-0.016436848203939782,0.016436848203939782
469813,272.8907679999211,3.14725661277771,-0.01991888760139056,0.01991888760139056
469814,277.89117200020337,3.14709401130676,-0.015278099652375437,0.015278099652375437
469815,282.8909900002145,3.14709401130676,-0.018760139049826215,0.018760139049826215
469816,287.8914870000408,3.14725661277771,-0.01760139049826187,0.01760139049826187
469817,292.8911080001817,3.14725661277771,-0.021077636152954823,0.021077636152954823
469818,297.89097200007745,3.14725661277771,-0.022236384704519167,0.022236384704519167
469819,302.89126199995735,3.14725661277771,-0.01991888760139056,0.01991888760139056
469820,307.8911979999357,3.14725661277771,-0.023395133256083427,0.023395133256083427
469821,312.89111200021216,3.14725661277771,-0.01760139049826187,0.01760139049826187
469822,317.8918280000762,3.14725661277771,-0.022236384704519167,0.022236384704519167
469823,322.8914189999887,3.14725661277771,-0.026877172653534207,0.026877172653534207
469824,327.89182699983576,3.14709401130676,-0.018760139049826215,0.018760139049826215
469825,332.8916509998926,3.14709401130676,-0.01760139049826187,0.01760139049826187
469826,337.892407999836,3.14709401130676,-0.026877172653534207,0.026877172653534207
469827,342.89200100022936,3.14709401130676,-0.01991888760139056,0.01991888760139056
469828,347.89246000023195,3.14725661277771,-0.02803592120509855,0.02803592120509855
469829,352.8924670000524,3.14725661277771,-0.026877172653534207,0.026877172653534207
469830,357.89268699986496,3.14725661277771,-0.026877172653534207,0.026877172653534207
469831,362.8930560001136,3.14725661277771,-0.023395133256083427,0.023395133256083427
