,soc,ocv,dcr
0,0.0,2.9987576569003136,0.42183172290677007
1,0.1001001001001001,3.010378481118615,0.448342718297404
2,0.2002002002002002,3.021676579977217,0.4699305300674208
3,0.3003003003003003,3.0326481773654006,0.48759437376294024
4,0.4004004004004004,3.043294788877975,0.502101947696076
5,0.5005005005005005,3.0536180501061794,0.5140462842111386
6,0.6006006006006006,3.0636157024359587,0.5239010059091207
7,0.7007007007007008,3.0732921307580123,0.5316809405094656
8,0.8008008008008008,3.0826463558127624,0.5373134504228219
9,0.9009009009009009,3.09168109854854,0.542260216243255
10,1.001001001001001,3.1002939120785618,0.5470459931169653
11,1.1011011011011012,3.108541420949427,0.5516728059576188
12,1.2012012012012012,3.116521481841906,0.5557812182621245
13,1.3013013013013013,3.124252999938109,0.5594546920417987
14,1.4014014014014016,3.1317426981636016,0.5628268583360363
15,1.5015015015015016,3.1390107941522536,0.5658679866787963
16,1.6016016016016017,3.146068942540251,0.5686910657408273
17,1.7017017017017018,3.1529381514912846,0.5712901102589782
18,1.8018018018018018,3.1596150966628738,0.5737784643077628
19,1.9019019019019021,3.1661106891905066,0.5761081329856896
20,2.002002002002002,3.172431369637714,0.5783500322828647
21,2.1021021021021022,3.178592351634481,0.5804635817697346
22,2.2022022022022023,3.1845933696083426,0.5824565057037834
23,2.3023023023023024,3.1904452571869566,0.5843820592823086
24,2.4024024024024024,3.1961536923080827,0.5862605816422715
25,2.5025025025025025,3.2017228589561872,0.5880637213774627
26,2.6026026026026026,3.207156963884456,0.5898236013751283
27,2.702702702702703,3.2124605947396248,0.5915810033308482
28,2.802802802802803,3.217633090192221,0.5933238474302769
29,2.902902902902903,3.2226815439189607,0.5951059094869446
30,3.0030030030030033,3.22760898562122,0.5968409904378742
31,3.1031031031031033,3.2324274954312378,0.5985288207830042
32,3.2032032032032034,3.237112608278549,0.600352907542435
33,3.3033033033033035,3.241698128809505,0.6021344581577672
34,3.4034034034034035,3.2461659061371293,0.6039982454873467
35,3.5035035035035036,3.250539291505082,0.6058750427084565
36,3.6036036036036037,3.254798524543876,0.6078538036976902
37,3.7037037037037037,3.258956851694618,0.6098603682915815
38,3.8038038038038042,3.2630190550722493,0.6118994555812414
39,3.9039039039039043,3.2669722797867786,0.6140646257394149
40,4.004004004004004,3.270843807703485,0.6162148996327801
41,4.104104104104104,3.274615914775941,0.6184552707790036
42,4.2042042042042045,3.2782867261550335,0.6207725208908013
43,4.3043043043043046,3.2818919842289933,0.6230766776116727
44,4.404404404404405,3.285406377607848,0.6254723606807193
45,4.504504504504505,3.288838960760916,0.6279306959219291
46,4.604604604604605,3.2921867863509373,0.6304799006521176
47,4.704704704704705,3.2954576477510167,0.6330781852223204
48,4.804804804804805,3.2986500863533315,0.6357607444991586
49,4.904904904904905,3.3017718620197054,0.6384659887630217
50,5.005005005005005,3.3048170437155955,0.6412851177354941
51,5.105105105105105,3.307799540620819,0.6440653259735605
52,5.205205205205205,3.310717349257444,0.6468752965472682
53,5.305305305305305,3.313561210614475,0.6497526576193327
54,5.405405405405406,3.316340033874407,0.6526333002224547
55,5.505505505505506,3.3190489136740178,0.6555486136049993
56,5.605605605605606,3.3217034458920613,0.6584503456935895
57,5.705705705705706,3.32429583646438,0.6613650040059706
58,5.805805805805806,3.326839943229652,0.6641874793460243
59,5.9059059059059065,3.3293192626658943,0.667020858174256
60,6.0060060060060065,3.3317519501588935,0.6697326865051885
61,6.106106106106107,3.3341432012489673,0.6723570992523413
62,6.206206206206207,3.336485761906413,0.674898499214569
63,6.306306306306307,3.3387682253292263,0.6773451348340878
