t,V,I
129483.3798,3.164295888,-0.01
129543.3798,3.164423945,-0.01
129603.3798,3.164551932,-0.01
129663.3798,3.164679847,-0.01
129723.3798,3.164807692,-0.01
129783.3798,3.164935466,-0.01
129843.3798,3.16506317,-0.01
129903.3798,3.165190804,-0.01
129963.3798,3.165318367,-0.01
130023.3798,3.165445861,-0.01
130083.3798,3.165573285,-0.01
130143.3798,3.165700639,-0.01
130203.3798,3.165827924,-0.01
130263.3798,3.165955139,-0.01
130323.3798,3.166082285,-0.01
130383.3798,3.166209363,-0.01
130443.3798,3.166336371,-0.01
130503.3798,3.166463311,-0.01
130563.3798,3.166590182,-0.01
130623.3798,3.166716985,-0.01
130683.3798,3.166843719,-0.01
130743.3798,3.166970385,-0.01
130803.3798,3.167096984,-0.01
130863.3798,3.167223514,-0.01
130923.3798,3.167349977,-0.01
130983.3798,3.167476373,-0.01
131043.3798,3.1676027,-0.01
131103.3798,3.167728961,-0.01
131163.3798,3.167855155,-0.01
131223.3798,3.167981282,-0.01
131283.3798,3.168107342,-0.01
131343.3798,3.168233335,-0.01
131403.3798,3.168359262,-0.01
131463.3798,3.168485123,-0.01
131523.3798,3.168610917,-0.01
131583.3798,3.168736645,-0.01
131643.3798,3.168862308,-0.01
131703.3798,3.168987905,-0.01
131763.3798,3.169113436,-0.01
131823.3798,3.169238902,-0.01
131883.3798,3.169364302,-0.01
131943.3798,3.169489637,-0.01
132003.3798,3.169614908,-0.01
132063.3798,3.169740113,-0.01
132123.3798,3.169865254,-0.01
132183.3798,3.16999033,-0.01
132243.3798,3.170115342,-0.01
132303.3798,3.17024029,-0.01
132363.3798,3.170365173,-0.01
132423.3798,3.170489992,-0.01
132483.3798,3.170614748,-0.01
132543.3798,3.17073944,-0.01
132603.3798,3.170864069,-0.01
132663.3798,3.170988634,-0.01
132723.3798,3.171113136,-0.01
132783.3798,3.171237574,-0.01
132843.3798,3.17136195,-0.01
132903.3798,3.171486263,-0.01
132963.3798,3.171610514,-0.01
133023.3798,3.171734701,-0.01
133083.3798,3.171858827,-0.01
133143.3798,3.17198289,-0.01
133203.3798,3.172106892,-0.01
133263.3798,3.172230831,-0.01
133323.3798,3.172354708,-0.01
133383.3798,3.172478524,-0.01
133443.3798,3.172602279,-0.01
133503.3798,3.172725972,-0.01
133563.3798,3.172849604,-0.01
133623.3798,3.172973175,-0.01
133683.3798,3.173096685,-0.01
133743.3798,3.173220134,-0.01
133803.3798,3.173343522,-0.01
133863.3798,3.17346685,-0.01
133923.3798,3.173590118,-0.01
133983.3798,3.173713326,-0.01
134043.3798,3.173836473,-0.01
134103.3798,3.173959561,-0.01
134163.3798,3.174082589,-0.01
134223.3798,3.174205557,-0.01
134283.3798,3.174328466,-0.01
134343.3798,3.174451315,-0.01
134403.3798,3.174574105,-0.01
134463.3798,3.174696837,-0.01
134523.3798,3.174819509,-0.01
134583.3798,3.174942123,-0.01
134643.3798,3.175064677,-0.01
134703.3798,3.175187174,-0.01
134763.3798,3.175309612,-0.01
134823.3798,3.175431992,-0.01
134883.3798,3.175554314,-0.01
134943.3798,3.175676578,-0.01
135003.3798,3.175798784,-0.01
135063.3798,3.175920933,-0.01
135123.3798,3.176043024,-0.01
135183.3798,3.176165058,-0.01
135243.3798,3.176287035,-0.01
135303.3798,3.176408954,-0.01
135363.3798,3.176530817,-0.01
135423.3798,3.176652623,-0.01
135483.3798,3.176774372,-0.01
135543.3798,3.176896065,-0.01
135603.3798,3.177017701,-0.01
135663.3798,3.177139282,-0.01
135723.3798,3.177260806,-0.01
135783.3798,3.177382274,-0.01
135843.3798,3.177503687,-0.01
135903.3798,3.177625044,-0.01
135963.3798,3.177746345,-0.01
136023.3798,3.177867591,-0.01
136083.3798,3.177988782,-0.01
136143.3798,3.178109917,-0.01
136203.3798,3.178230998,-0.01
136263.3798,3.178352024,-0.01
136323.3798,3.178472995,-0.01
136383.3798,3.178593912,-0.01
136443.3798,3.178714774,-0.01
136503.3798,3.178835582,-0.01
136563.3798,3.178956336,-0.01
136623.3798,3.179077036,-0.01
136683.3798,3.179197683,-0.01
136743.3798,3.179318275,-0.01
136803.3798,3.179438814,-0.01
136863.3798,3.1795593,-0.01
136923.3798,3.179679732,-0.01
136983.3798,3.179800111,-0.01
137043.3798,3.179920437,-0.01
137103.3798,3.18004071,-0.01
137163.3798,3.180160931,-0.01
137223.3798,3.180281099,-0.01
137283.3798,3.180401214,-0.01
137343.3798,3.180521278,-0.01
137403.3798,3.180641289,-0.01
137463.3798,3.180761248,-0.01
137523.3798,3.180881155,-0.01
137583.3798,3.18100101,-0.01
137643.3798,3.181120814,-0.01
137703.3798,3.181240566,-0.01
137763.3798,3.181360267,-0.01
137823.3798,3.181479917,-0.01
137883.3798,3.181599515,-0.01
137943.3798,3.181719063,-0.01
138003.3798,3.18183856,-0.01
138063.3798,3.181958006,-0.01
138123.3798,3.182077402,-0.01
138183.3798,3.182196747,-0.01
138243.3798,3.182316042,-0.01
138303.3798,3.182435287,-0.01
138363.3798,3.182554482,-0.01
138423.3798,3.182673627,-0.01
138483.3798,3.182792722,-0.01
138543.3798,3.182911768,-0.01
138603.3798,3.183030764,-0.01
138663.3798,3.183149711,-0.01
138723.3798,3.183268609,-0.01
138783.3798,3.183387457,-0.01
138843.3798,3.183506257,-0.01
138903.3798,3.183625008,-0.01
138963.3798,3.183743711,-0.01
139023.3798,3.183862365,-0.01
139083.3798,3.18398097,-0.01
139143.3798,3.184099528,-0.01
139203.3798,3.184218037,-0.01
139263.3798,3.184336498,-0.01
139323.3798,3.184454912,-0.01
139383.3798,3.184573278,-0.01
139443.3798,3.184691596,-0.01
139503.3798,3.184809866,-0.01
139563.3798,3.18492809,-0.01
139623.3798,3.185046266,-0.01
139683.3798,3.185164396,-0.01
139743.3798,3.185282478,-0.01
139803.3798,3.185400513,-0.01
139863.3798,3.185518502,-0.01
139923.3798,3.185636445,-0.01
139983.3798,3.185754341,-0.01
140043.3798,3.185872191,-0.01
140103.3798,3.185989995,-0.01
140163.3798,3.186107753,-0.01
140223.3798,3.186225465,-0.01
140283.3798,3.186343131,-0.01
140343.3798,3.186460752,-0.01
140403.3798,3.186578327,-0.01
140463.3798,3.186695857,-0.01
140523.3798,3.186813341,-0.01
140583.3798,3.186930781,-0.01
140643.3798,3.187048176,-0.01
140703.3798,3.187165526,-0.01
140763.3798,3.187282831,-0.01
140823.3798,3.187400092,-0.01
140883.3798,3.187517309,-0.01
140943.3798,3.187634481,-0.01
141003.3798,3.187751609,-0.01
141063.3798,3.187868693,-0.01
141123.3798,3.187985733,-0.01
141183.3798,3.18810273,-0.01
141243.3798,3.188219683,-0.01
141303.3798,3.188336592,-0.01
141363.3798,3.188453458,-0.01
141423.3798,3.188570281,-0.01
141483.3798,3.188687061,-0.01
141543.3798,3.188803798,-0.01
141603.3798,3.188920492,-0.01
141663.3798,3.189037143,-0.01
141723.3798,3.189153752,-0.01
141783.3798,3.189270318,-0.01
141843.3798,3.189386842,-0.01
141903.3798,3.189503324,-0.01
141963.3798,3.189619763,-0.01
142023.3798,3.189736161,-0.01
142083.3798,3.189852517,-0.01
142143.3798,3.189968831,-0.01
142203.3798,3.190085104,-0.01
142263.3798,3.190201336,-0.01
142323.3798,3.190317526,-0.01
142383.3798,3.190433675,-0.01
142443.3798,3.190549783,-0.01
142503.3798,3.19066585,-0.01
142563.3798,3.190781876,-0.01
142623.3798,3.190897862,-0.01
142683.3798,3.191013807,-0.01
142743.3798,3.191129712,-0.01
142803.3798,3.191245576,-0.01
142863.3798,3.1913614,-0.01
142923.3798,3.191477185,-0.01
142983.3798,3.191592929,-0.01
143043.3798,3.191708634,-0.01
143103.3798,3.191824299,-0.01
143163.3798,3.191939925,-0.01
143223.3798,3.192055511,-0.01
143283.3798,3.192171058,-0.01
143343.3798,3.192286566,-0.01
143403.3798,3.192402034,-0.01
143463.3798,3.192517464,-0.01
143523.3798,3.192632856,-0.01
143583.3798,3.192748208,-0.01
143643.3798,3.192863522,-0.01
143703.3798,3.192978798,-0.01
143763.3798,3.193094036,-0.01
143823.3798,3.193209235,-0.01
143883.3798,3.193324397,-0.01
143943.3798,3.19343952,-0.01
144003.3798,3.193554606,-0.01
144063.3798,3.193669654,-0.01
144123.3798,3.193784665,-0.01
144183.3798,3.193899639,-0.01
144243.3798,3.194014575,-0.01
144303.3798,3.194129474,-0.01
144363.3798,3.194244336,-0.01
144423.3798,3.194359161,-0.01
144483.3798,3.194473949,-0.01
144543.3798,3.194588701,-0.01
144603.3798,3.194703416,-0.01
144663.3798,3.194818095,-0.01
144723.3798,3.194932738,-0.01
144783.3798,3.195047345,-0.01
144843.3798,3.195161915,-0.01
144903.3798,3.19527645,-0.01
144963.3798,3.195390949,-0.01
145023.3798,3.195505412,-0.01
145083.3798,3.19561984,-0.01
145143.3798,3.195734232,-0.01
145203.3798,3.19584859,-0.01
145263.3798,3.195962912,-0.01
145323.3798,3.196077199,-0.01
145383.3798,3.196191451,-0.01
145443.3798,3.196305668,-0.01
145503.3798,3.196419851,-0.01
145563.3798,3.196533999,-0.01
145623.3798,3.196648113,-0.01
145683.3798,3.196762192,-0.01
145743.3798,3.196876237,-0.01
145803.3798,3.196990248,-0.01
145863.3798,3.197104226,-0.01
145923.3798,3.197218169,-0.01
145983.3798,3.197332079,-0.01
146043.3798,3.197445955,-0.01
146103.3798,3.197559798,-0.01
146163.3798,3.197673608,-0.01
146223.3798,3.197787384,-0.01
146283.3798,3.197901127,-0.01
146343.3798,3.198014838,-0.01
146403.3798,3.198128515,-0.01
146463.3798,3.19824216,-0.01
146523.3798,3.198355772,-0.01
146583.3798,3.198469351,-0.01
146643.3798,3.198582899,-0.01
146703.3798,3.198696414,-0.01
146763.3798,3.198809897,-0.01
146823.3798,3.198923348,-0.01
146883.3798,3.199036767,-0.01
146943.3798,3.199150154,-0.01
147003.3798,3.19926351,-0.01
147063.3798,3.199376834,-0.01
147123.3798,3.199490126,-0.01
147183.3798,3.199603388,-0.01
147243.3798,3.199716618,-0.01
147303.3798,3.199829817,-0.01
147363.3798,3.199942986,-0.01
147423.3798,3.200056123,-0.01
147483.3798,3.20016923,-0.01
147543.3798,3.200282306,-0.01
147603.3798,3.200395352,-0.01
147663.3798,3.200508367,-0.01
147723.3798,3.200621352,-0.01
147783.3798,3.200734308,-0.01
147843.3798,3.200847233,-0.01
147903.3798,3.200960128,-0.01
147963.3798,3.201072993,-0.01
148023.3798,3.201185829,-0.01
148083.3798,3.201298635,-0.01
148143.3798,3.201411412,-0.01
148203.3798,3.20152416,-0.01
148263.3798,3.201636878,-0.01
148323.3798,3.201749568,-0.01
148383.3798,3.201862228,-0.01
148443.3798,3.20197486,-0.01
148503.3798,3.202087463,-0.01
148563.3798,3.202200037,-0.01
148623.3798,3.202312583,-0.01
148683.3798,3.2024251,-0.01
148743.3798,3.202537589,-0.01
148803.3798,3.20265005,-0.01
148863.3798,3.202762484,-0.01
148923.3798,3.202874889,-0.01
148983.3798,3.202987266,-0.01
149043.3798,3.203099616,-0.01
149103.3798,3.203211938,-0.01
149163.3798,3.203324233,-0.01
149223.3798,3.2034365,-0.01
149283.3798,3.20354874,-0.01
149343.3798,3.203660953,-0.01
149403.3798,3.203773139,-0.01
149463.3798,3.203885298,-0.01
149523.3798,3.203997431,-0.01
149583.3798,3.204109537,-0.01
149643.3798,3.204221616,-0.01
149703.3798,3.204333669,-0.01
149763.3798,3.204445695,-0.01
149823.3798,3.204557696,-0.01
149883.3798,3.20466967,-0.01
149943.3798,3.204781618,-0.01
150003.3798,3.204893541,-0.01
150063.3798,3.205005438,-0.01
150123.3798,3.205117309,-0.01
150183.3798,3.205229154,-0.01
150243.3798,3.205340974,-0.01
150303.3798,3.205452769,-0.01
150363.3798,3.205564539,-0.01
150423.3798,3.205676283,-0.01
150483.3798,3.205788003,-0.01
150543.3798,3.205899698,-0.01
150603.3798,3.206011368,-0.01
150663.3798,3.206123014,-0.01
150723.3798,3.206234634,-0.01
150783.3798,3.206346231,-0.01
150843.3798,3.206457803,-0.01
150903.3798,3.206569351,-0.01
150963.3798,3.206680875,-0.01
151023.3798,3.206792375,-0.01
151083.3798,3.206903852,-0.01
151143.3798,3.207015304,-0.01
151203.3798,3.207126733,-0.01
151263.3798,3.207238138,-0.01
151323.3798,3.20734952,-0.01
151383.3798,3.207460879,-0.01
151443.3798,3.207572214,-0.01
151503.3798,3.207683526,-0.01
151563.3798,3.207794816,-0.01
151623.3798,3.207906082,-0.01
151683.3798,3.208017326,-0.01
151743.3798,3.208128547,-0.01
151803.3798,3.208239746,-0.01
151863.3798,3.208350922,-0.01
151923.3798,3.208462076,-0.01
151983.3798,3.208573207,-0.01
152043.3798,3.208684317,-0.01
152103.3798,3.208795404,-0.01
152163.3798,3.20890647,-0.01
152223.3798,3.209017514,-0.01
152283.3798,3.209128536,-0.01
152343.3798,3.209239537,-0.01
152403.3798,3.209350516,-0.01
152463.3798,3.209461474,-0.01
152523.3798,3.20957241,-0.01
152583.3798,3.209683326,-0.01
152643.3798,3.20979422,-0.01
152703.3798,3.209905094,-0.01
152763.3798,3.210015946,-0.01
152823.3798,3.210126778,-0.01
152883.3798,3.21023759,-0.01
152943.3798,3.210348381,-0.01
153003.3798,3.210459151,-0.01
153063.3798,3.210569901,-0.01
153123.3798,3.210680631,-0.01
153183.3798,3.210791341,-0.01
153243.3798,3.210902031,-0.01
153303.3798,3.211012701,-0.01
153363.3798,3.211123352,-0.01
153423.3798,3.211233982,-0.01
153483.3798,3.211344594,-0.01
153543.3798,3.211455185,-0.01
153603.3798,3.211565758,-0.01
153663.3798,3.211676311,-0.01
153723.3798,3.211786845,-0.01
153783.3798,3.21189736,-0.01
153843.3798,3.212007856,-0.01
153903.3798,3.212118333,-0.01
153963.3798,3.212228792,-0.01
154023.3798,3.212339232,-0.01
154083.3798,3.212449653,-0.01
154143.3798,3.212560056,-0.01
154203.3798,3.212670441,-0.01
154263.3798,3.212780808,-0.01
154323.3798,3.212891156,-0.01
154383.3798,3.213001487,-0.01
154443.3798,3.213111799,-0.01
154503.3798,3.213222094,-0.01
154563.3798,3.213332371,-0.01
154623.3798,3.213442631,-0.01
154683.3798,3.213552873,-0.01
154743.3798,3.213663097,-0.01
154803.3798,3.213773305,-0.01
154863.3798,3.213883495,-0.01
154923.3798,3.213993668,-0.01
154983.3798,3.214103824,-0.01
155043.3798,3.214213964,-0.01
155103.3798,3.214324086,-0.01
155163.3798,3.214434192,-0.01
155223.3798,3.214544281,-0.01
155283.3798,3.214654354,-0.01
155343.3798,3.214764411,-0.01
155403.3798,3.214874451,-0.01
155463.3798,3.214984475,-0.01
155523.3798,3.215094483,-0.01
155583.3798,3.215204475,-0.01
155643.3798,3.215314451,-0.01
155703.3798,3.215424412,-0.01
155763.3798,3.215534356,-0.01
155823.3798,3.215644286,-0.01
155883.3798,3.215754199,-0.01
155943.3798,3.215864098,-0.01
156003.3798,3.215973981,-0.01
156063.3798,3.216083849,-0.01
156123.3798,3.216193701,-0.01
156183.3798,3.216303539,-0.01
156243.3798,3.216413362,-0.01
156303.3798,3.21652317,-0.01
156363.3798,3.216632964,-0.01
156423.3798,3.216742743,-0.01
156483.3798,3.216852507,-0.01
156543.3798,3.216962257,-0.01
156603.3798,3.217071993,-0.01
156663.3798,3.217181715,-0.01
156723.3798,3.217291422,-0.01
156783.3798,3.217401116,-0.01
156843.3798,3.217510795,-0.01
156903.3798,3.217620461,-0.01
156963.3798,3.217730113,-0.01
157023.3798,3.217839752,-0.01
157083.3798,3.217949377,-0.01
157143.3798,3.218058988,-0.01
157203.3798,3.218168587,-0.01
157263.3798,3.218278172,-0.01
157323.3798,3.218387743,-0.01
157383.3798,3.218497302,-0.01
157443.3798,3.218606848,-0.01
157503.3798,3.218716381,-0.01
157563.3798,3.218825902,-0.01
157623.3798,3.218935409,-0.01
157683.3798,3.219044904,-0.01
157743.3798,3.219154387,-0.01
157803.3798,3.219263857,-0.01
157863.3798,3.219373315,-0.01
157923.3798,3.219482761,-0.01
157983.3798,3.219592195,-0.01
158043.3798,3.219701616,-0.01
158103.3798,3.219811026,-0.01
158163.3798,3.219920424,-0.01
158223.3798,3.22002981,-0.01
158283.3798,3.220139185,-0.01
158343.3798,3.220248548,-0.01
158403.3798,3.2203579,-0.01
158463.3798,3.22046724,-0.01
158523.3798,3.220576569,-0.01
158583.3798,3.220685887,-0.01
158643.3798,3.220795194,-0.01
158703.3798,3.22090449,-0.01
158763.3798,3.221013775,-0.01
158823.3798,3.221123049,-0.01
158883.3798,3.221232313,-0.01
158943.3798,3.221341566,-0.01
159003.3798,3.221450808,-0.01
159063.3798,3.22156004,-0.01
159123.3798,3.221669262,-0.01
159183.3798,3.221778473,-0.01
159243.3798,3.221887674,-0.01
159303.3798,3.221996866,-0.01
159363.3798,3.222106047,-0.01
159423.3798,3.222215218,-0.01
159483.3798,3.22232438,-0.01
159543.3798,3.222433532,-0.01
159603.3798,3.222542674,-0.01
159663.3798,3.222651807,-0.01
159723.3798,3.22276093,-0.01
159783.3798,3.222870044,-0.01
159843.3798,3.222979148,-0.01
159903.3798,3.223088244,-0.01
159963.3798,3.22319733,-0.01
160023.3798,3.223306408,-0.01
160083.3798,3.223415476,-0.01
160143.3798,3.223524536,-0.01
160203.3798,3.223633587,-0.01
160263.3798,3.22374263,-0.01
160323.3798,3.223851663,-0.01
160383.3798,3.223960689,-0.01
160443.3798,3.224069706,-0.01
160503.3798,3.224178714,-0.01
160563.3798,3.224287715,-0.01
160623.3798,3.224396707,-0.01
160683.3798,3.224505692,-0.01
160743.3798,3.224614668,-0.01
160803.3798,3.224723637,-0.01
160863.3798,3.224832598,-0.01
160923.3798,3.224941551,-0.01
160983.3798,3.225050496,-0.01
161043.3798,3.225159434,-0.01
161103.3798,3.225268365,-0.01
161163.3798,3.225377288,-0.01
161223.3798,3.225486204,-0.01
161283.3798,3.225595113,-0.01
161343.3798,3.225704015,-0.01
161403.3798,3.22581291,-0.01
161463.3798,3.225921798,-0.01
161523.3798,3.226030679,-0.01
161583.3798,3.226139553,-0.01
161643.3798,3.226248421,-0.01
161703.3798,3.226357282,-0.01
161763.3798,3.226466137,-0.01
161823.3798,3.226574985,-0.01
161883.3798,3.226683827,-0.01
161943.3798,3.226792662,-0.01
162003.3798,3.226901492,-0.01
162063.3798,3.227010315,-0.01
162123.3798,3.227119133,-0.01
162183.3798,3.227227944,-0.01
162243.3798,3.22733675,-0.01
162303.3798,3.22744555,-0.01
162363.3798,3.227554344,-0.01
162423.3798,3.227663133,-0.01
162483.3798,3.227771916,-0.01
162543.3798,3.227880694,-0.01
162603.3798,3.227989466,-0.01
162663.3798,3.228098233,-0.01
162723.3798,3.228206995,-0.01
162783.3798,3.228315752,-0.01
162843.3798,3.228424504,-0.01
162903.3798,3.228533251,-0.01
162963.3798,3.228641993,-0.01
163023.3798,3.228750731,-0.01
163083.3798,3.228859463,-0.01
163143.3798,3.228968191,-0.01
163203.3798,3.229076915,-0.01
163263.3798,3.229185634,-0.01
163323.3798,3.229294349,-0.01
163383.3798,3.229403059,-0.01
163443.3798,3.229511766,-0.01
163503.3798,3.229620468,-0.01
163563.3798,3.229729166,-0.01
163623.3798,3.22983786,-0.01
163683.3798,3.22994655,-0.01
163743.3798,3.230055236,-0.01
163803.3798,3.230163919,-0.01
163863.3798,3.230272598,-0.01
163923.3798,3.230381273,-0.01
163983.3798,3.230489945,-0.01
164043.3798,3.230598614,-0.01
164103.3798,3.230707279,-0.01
164163.3798,3.23081594,-0.01
164223.3798,3.230924599,-0.01
164283.3798,3.231033254,-0.01
164343.3798,3.231141907,-0.01
164403.3798,3.231250556,-0.01
164463.3798,3.231359203,-0.01
164523.3798,3.231467847,-0.01
164583.3798,3.231576488,-0.01
164643.3798,3.231685126,-0.01
164703.3798,3.231793762,-0.01
164763.3798,3.231902395,-0.01
164823.3798,3.232011026,-0.01
164883.3798,3.232119654,-0.01
164943.3798,3.23222828,-0.01
165003.3798,3.232336904,-0.01
165063.3798,3.232445526,-0.01
165123.3798,3.232554146,-0.01
165183.3798,3.232662763,-0.01
165243.3798,3.232771379,-0.01
165303.3798,3.232879993,-0.01
165363.3798,3.232988605,-0.01
165423.3798,3.233097215,-0.01
165483.3798,3.233205824,-0.01
165543.3798,3.233314432,-0.01
165603.3798,3.233423037,-0.01
165663.3798,3.233531642,-0.01
165723.3798,3.233640245,-0.01
165783.3798,3.233748846,-0.01
165843.3798,3.233857447,-0.01
165903.3798,3.233966046,-0.01
165963.3798,3.234074645,-0.01
166023.3798,3.234183242,-0.01
166083.3798,3.234291839,-0.01
166143.3798,3.234400434,-0.01
166203.3798,3.234509029,-0.01
166263.3798,3.234617623,-0.01
166323.3798,3.234726217,-0.01
166383.3798,3.23483481,-0.01
166443.3798,3.234943402,-0.01
166503.3798,3.235051995,-0.01
166563.3798,3.235160586,-0.01
166623.3798,3.235269178,-0.01
166683.3798,3.235377769,-0.01
166743.3798,3.23548636,-0.01
166803.3798,3.235594951,-0.01
166863.3798,3.235703542,-0.01
166923.3798,3.235812133,-0.01
166983.3798,3.235920725,-0.01
167043.3798,3.236029316,-0.01
167103.3798,3.236137908,-0.01
167163.3798,3.2362465,-0.01
167223.3798,3.236355092,-0.01
167283.3798,3.236463685,-0.01
167343.3798,3.236572279,-0.01
167403.3798,3.236680873,-0.01
167463.3798,3.236789468,-0.01
167523.3798,3.236898063,-0.01
167583.3798,3.237006659,-0.01
167643.3798,3.237115257,-0.01
167703.3798,3.237223855,-0.01
167763.3798,3.237332454,-0.01
167823.3798,3.237441054,-0.01
167883.3798,3.237549655,-0.01
167943.3798,3.237658258,-0.01
168003.3798,3.237766862,-0.01
168063.3798,3.237875467,-0.01
168123.3798,3.237984073,-0.01
168183.3798,3.238092681,-0.01
168243.3798,3.238201291,-0.01
168303.3798,3.238309902,-0.01
168363.3798,3.238418515,-0.01
168423.3798,3.238527129,-0.01
168483.3798,3.238635746,-0.01
168543.3798,3.238744364,-0.01
168603.3798,3.238852984,-0.01
168663.3798,3.238961606,-0.01
168723.3798,3.23907023,-0.01
168783.3798,3.239178856,-0.01
168843.3798,3.239287484,-0.01
168903.3798,3.239396115,-0.01
168963.3798,3.239504748,-0.01
169023.3798,3.239613383,-0.01
169083.3798,3.23972202,-0.01
169143.3798,3.23983066,-0.01
169203.3798,3.239939303,-0.01
169263.3798,3.240047948,-0.01
169323.3798,3.240156596,-0.01
169383.3798,3.240265246,-0.01
169443.3798,3.240373899,-0.01
169503.3798,3.240482556,-0.01
169563.3798,3.240591215,-0.01
169623.3798,3.240699877,-0.01
169683.3798,3.240808541,-0.01
169743.3798,3.240917209,-0.01
169803.3798,3.241025881,-0.01
169863.3798,3.241134555,-0.01
169923.3798,3.241243233,-0.01
169983.3798,3.241351913,-0.01
170043.3798,3.241460598,-0.01
170103.3798,3.241569285,-0.01
170163.3798,3.241677977,-0.01
170223.3798,3.241786671,-0.01
170283.3798,3.24189537,-0.01
170343.3798,3.242004072,-0.01
170403.3798,3.242112777,-0.01
170463.3798,3.242221487,-0.01
170523.3798,3.2423302,-0.01
170583.3798,3.242438917,-0.01
170643.3798,3.242547638,-0.01
170703.3798,3.242656363,-0.01
170763.3798,3.242765092,-0.01
170823.3798,3.242873826,-0.01
170883.3798,3.242982563,-0.01
170943.3798,3.243091305,-0.01
171003.3798,3.24320005,-0.01
171063.3798,3.243308801,-0.01
171123.3798,3.243417555,-0.01
171183.3798,3.243526314,-0.01
171243.3798,3.243635078,-0.01
171303.3798,3.243743846,-0.01
171363.3798,3.243852619,-0.01
171423.3798,3.243961396,-0.01
171483.3798,3.244070178,-0.01
171543.3798,3.244178965,-0.01
171603.3798,3.244287756,-0.01
171663.3798,3.244396553,-0.01
171723.3798,3.244505354,-0.01
171783.3798,3.24461416,-0.01
171843.3798,3.244722972,-0.01
171903.3798,3.244831788,-0.01
171963.3798,3.24494061,-0.01
172023.3798,3.245049437,-0.01
172083.3798,3.245158269,-0.01
172143.3798,3.245267106,-0.01
172203.3798,3.245375948,-0.01
172263.3798,3.245484796,-0.01
172323.3798,3.24559365,-0.01
172383.3798,3.245702509,-0.01
172443.3798,3.245811373,-0.01
172503.3798,3.245920243,-0.01
172563.3798,3.246029119,-0.01
172623.3798,3.246138,-0.01
172683.3798,3.246246887,-0.01
172743.3798,3.24635578,-0.01
172803.3798,3.246464679,-0.01
172863.3798,3.246573583,-0.01
172923.3798,3.246682494,-0.01
172983.3798,3.24679141,-0.01
173043.3798,3.246900333,-0.01
173103.3798,3.247009261,-0.01
173163.3798,3.247118196,-0.01
173223.3798,3.247227137,-0.01
173283.3798,3.247336084,-0.01
173343.3798,3.247445037,-0.01
173403.3798,3.247553997,-0.01
173463.3798,3.247662963,-0.01
173523.3798,3.247771935,-0.01
173583.3798,3.247880914,-0.01
173643.3798,3.2479899,-0.01
173703.3798,3.248098892,-0.01
173763.3798,3.24820789,-0.01
173823.3798,3.248316895,-0.01
173883.3798,3.248425907,-0.01
173943.3798,3.248534925,-0.01
174003.3798,3.248643951,-0.01
174063.3798,3.248752983,-0.01
174123.3798,3.248862022,-0.01
174183.3798,3.248971067,-0.01
174243.3798,3.24908012,-0.01
174303.3798,3.24918918,-0.01
174363.3798,3.249298247,-0.01
174423.3798,3.249407321,-0.01
174483.3798,3.249516402,-0.01
174543.3798,3.24962549,-0.01
174603.3798,3.249734585,-0.01
174663.3798,3.249843688,-0.01
174723.3798,3.249952797,-0.01
174783.3798,3.250061915,-0.01
174843.3798,3.250171039,-0.01
174903.3798,3.250280171,-0.01
174963.3798,3.25038931,-0.01
175023.3798,3.250498457,-0.01
175083.3798,3.250607612,-0.01
175143.3798,3.250716774,-0.01
175203.3798,3.250825943,-0.01
175263.3798,3.250935121,-0.01
175323.3798,3.251044306,-0.01
175383.3798,3.251153498,-0.01
175443.3798,3.251262699,-0.01
175503.3798,3.251371907,-0.01
175563.3798,3.251481123,-0.01
175623.3798,3.251590347,-0.01
175683.3798,3.251699579,-0.01
175743.3798,3.251808819,-0.01
175803.3798,3.251918067,-0.01
175863.3798,3.252027323,-0.01
175923.3798,3.252136587,-0.01
175983.3798,3.252245859,-0.01
176043.3798,3.25235514,-0.01
176103.3798,3.252464428,-0.01
176163.3798,3.252573725,-0.01
176223.3798,3.25268303,-0.01
176283.3798,3.252792343,-0.01
176343.3798,3.252901665,-0.01
176403.3798,3.253010995,-0.01
176463.3798,3.253120333,-0.01
176523.3798,3.25322968,-0.01
176583.3798,3.253339035,-0.01
176643.3798,3.253448399,-0.01
176703.3798,3.253557772,-0.01
176763.3798,3.253667153,-0.01
176823.3798,3.253776542,-0.01
176883.3798,3.253885941,-0.01
176943.3798,3.253995347,-0.01
177003.3798,3.254104763,-0.01
177063.3798,3.254214188,-0.01
177123.3798,3.254323621,-0.01
177183.3798,3.254433063,-0.01
177243.3798,3.254542514,-0.01
177303.3798,3.254651973,-0.01
177363.3798,3.254761442,-0.01
177423.3798,3.25487092,-0.01
177483.3798,3.254980406,-0.01
177543.3798,3.255089902,-0.01
177603.3798,3.255199407,-0.01
177663.3798,3.25530892,-0.01
177723.3798,3.255418443,-0.01
177783.3798,3.255527975,-0.01
177843.3798,3.255637516,-0.01
177903.3798,3.255747067,-0.01
177963.3798,3.255856626,-0.01
178023.3798,3.255966195,-0.01
178083.3798,3.256075773,-0.01
178143.3798,3.256185361,-0.01
178203.3798,3.256294958,-0.01
178263.3798,3.256404564,-0.01
178323.3798,3.256514179,-0.01
178383.3798,3.256623804,-0.01
178443.3798,3.256733439,-0.01
178503.3798,3.256843083,-0.01
178563.3798,3.256952736,-0.01
178623.3798,3.257062399,-0.01
178683.3798,3.257172072,-0.01
178743.3798,3.257281754,-0.01
178803.3798,3.257391446,-0.01
