,soc,ocv,dcr
0,0.0,3.0001309233893685,0.2334072140979675
1,0.1001001001001001,3.01060126030498,0.24656954846729384
2,0.2002002002002002,3.0208398464450035,0.25854843635226743
3,0.3003003003003003,3.030845557336817,0.26942156972559594
4,0.4004004004004004,3.040617318559211,0.2792575649104876
5,0.5005005005005005,3.050156989488841,0.28811059706270115
6,0.6006006006006006,3.0594623438712585,0.29604873105111906
7,0.7007007007007008,3.068534928018883,0.30311576797678086
8,0.8008008008008008,3.0773747825613293,0.30936620317931407
9,0.9009009009009009,3.085971658640845,0.3139885161722358
10,1.001001001001001,3.0942644426044748,0.31847131693243114
11,1.1011011011011012,3.1023307330521313,0.32251194522901194
12,1.2012012012012012,3.110198810081489,0.326075626721094
13,1.3013013013013013,3.117853354455833,0.3292839311049782
14,1.4014014014014016,3.12532893783845,0.3321126342189267
15,1.5015015015015016,3.132628736994,0.33459338401489447
16,1.6016016016016017,3.1397602639851785,0.3368366979558921
17,1.7017017017017018,3.1467270251584396,0.33880054931763404
18,1.8018018018018018,3.1535251764532397,0.34062523149884605
19,1.9019019019019021,3.1601768745431347,0.34227729191105105
20,2.002002002002002,3.166671479871521,0.34380391277340294
21,2.1021021021021022,3.1730277805489777,0.345233747534774
22,2.2022022022022023,3.179242926903738,0.3465571589925194
23,2.3023023023023024,3.185335433404239,0.3477854137502696
24,2.4024024024024024,3.1913080417739303,0.3488877244580504
25,2.5025025025025025,3.197171320508191,0.3498725213891287
26,2.6026026026026026,3.2029167033921193,0.3508302197807325
27,2.702702702702703,3.2085481905581945,0.35177356802767434
28,2.802802802802803,3.2140756272314817,0.35265016993144016
29,2.902902902902903,3.2194988179651816,0.3534661159019592
30,3.0030030030030033,3.2248222237059534,0.35417464842114654
31,3.1031031031031033,3.23006129157712,0.35481354835657797
32,3.2032032032032034,3.2352120264045996,0.3553712959355284
33,3.3033033033033035,3.2402789422813925,0.35589533119651406
34,3.4034034034034035,3.2452627903046958,0.3563446517977198
35,3.5035035035035036,3.2501669008869696,0.3567845808017278
36,3.6036036036036037,3.2550013942272895,0.35714507194811596
37,3.7037037037037037,3.2597585720091096,0.35744419656110615
38,3.8038038038038042,3.264442301673786,0.35774878541132793
39,3.9039039039039043,3.269055218772093,0.358026000000379
40,4.004004004004004,3.2736038458030188,0.35819023956201335
41,4.104104104104104,3.2780940877214007,0.35830269331770026
42,4.2042042042042045,3.2825160470620998,0.3583970406639345
43,4.3043043043043046,3.2868792914196003,0.35845130610363896
44,4.404404404404405,3.2911710212874543,0.3585570727938112
45,4.504504504504505,3.295408107839573,0.35863587032911504
46,4.604604604604605,3.2995827325506326,0.35868951850502917
47,4.704704704704705,3.3036980095062987,0.3586682728817383
48,4.804804804804805,3.307763377369743,0.3585941189309292
49,4.904904904904905,3.3117749271759536,0.35852362160144047
50,5.005005005005005,3.315725830852802,0.35843975784767856
51,5.105105105105105,3.31962961058654,0.35831912962443546
52,5.205205205205205,3.323477007389105,0.3581978375818835
53,5.305305305305305,3.327269843655722,0.35810185235436265
